id,informal_group,scientific_name,common_name
360657,89,Nepeta hederacea,
360652,89,Nepeta hederacea,
358578,87,Nephrodium dryopteris,
358987,87,Nephrodium montanum,
358977,87,Nephrodium oreopteris,
360194,87,Notolepeum ceterach,
361031,89,Nuphar lutea,
361030,89,Nuphar lutea,
361047,89,Nymphaea alba,
361032,89,Nymphaea lutea,
359416,89,Oberna uniflora,
364656,89,Obione,
357858,89,Obione portulacoides,
358962,89,Odontites verna,
358961,89,Odontites vernus,
360374,87,Onoclea crispa,
361086,87,Ophioglossum osmunda,
361062,87,Ophioglossum vulgatum,
358802,89,Ophrys cordata,
368927,89,Ophrys ovata,
358228,89,Orchis ? meyeri,
359147,89,Orchis bifolia,
358558,89,Orchis conopsea,
358215,89,Orchis fuchsii,
358213,89,Orchis fuchsii subsp. hebridensis,
358218,89,Orchis hebridensis,
358229,89,Orchis longebracteata,
358267,89,Orchis maculata,
358260,89,Orchis maculata,
358224,89,Orchis maculata var. okellyi,
361063,89,Orchis mascula,
361064,89,Orchis morio var. mascula,
358274,89,Orchis pardalina,
358275,89,Orchis praetermissa,
358278,89,Orchis praetermissa var. pulchella,
358972,87,Oreopteris limbosperma,
358971,87,Oreopteris limbosperma,
361075,89,Origanum vulgare,
361438,87,Ornithopteris aquilina,
361418,87,Ornithopteris aquilina,
359005,89,Ornithopus perpusillus,
358773,89,Orobus linifolius,
358774,89,Orobus tuberosus,
359961,87,Osmunda borealis,
360375,87,Osmunda crispa,
361085,87,Osmunda regalis,
360376,87,Osmunda rupestris,
359962,87,Osmunda spicant,
361102,89,Oxalis acetosella,
361977,89,Oxycoccos oxycoccos,
361978,89,Oxycoccos palustris,
361979,89,Oxycoccos quadripetalus,
361990,89,Oxycoccus oxycoccos,
361980,89,Oxycoccus oxycoccos,
361981,89,Oxycoccus quadripetalus,
361123,89,Oxyria digyna,
361419,87,Paesia aquilina,
361439,87,Paesia aquilina,
359014,89,Pastinaca sativa,
359015,89,Pastinaca sativa subsp. sylvestris,
359017,89,Pastinaca sativa var. sylvestris,
359018,89,Pastinaca sylvestris,
359040,89,Pedicularis palustris,
359052,89,Pedicularis sylvatica,
361129,89,Persicaria amphibia,
361130,89,Persicaria amphibia,
361140,89,Persicaria bistorta,
359067,89,Persicaria lapathifolia,
359066,89,Persicaria lapathifolia,
359084,89,Persicaria vivipara,
359085,89,Persicaria vivipara,
359095,89,Petasites hybridus,
359096,89,Petasites hybridus,
359101,89,Petasites hybridus 'female',
359102,89,Petasites hybridus 'male',
359097,89,Petasites ovatus,
359098,89,Petasites petasites,
359099,89,Petasites vulgaris,
359016,89,Peucedanum sativum,
359406,89,Peucedanum silaus,
359111,89,Phalaris arundinacea,
359114,89,Phalaroides arundinacea,
358567,87,Phegopteris dryopteris,
358588,87,Phegopteris dryopteris,
358988,87,Phegopteris oreopteris,
359174,89,Phippsia maritima,
359167,89,Phippsia maritima,
360377,87,Phorolobus crispus,
361152,87,Phyllitis scolopendrium,
361159,87,Phyllitis vulgaris,
359123,89,Picris echioides,
361193,89,Pilosella euronota,
361194,89,Pilosella melanops,
361177,89,Pilosella officinarum,
361176,89,Pilosella officinarum,
361212,89,Pilosella officinarum subsp. concinnata,
361186,89,Pilosella officinarum subsp. concinnata,
361179,89,Pilosella officinarum subsp. euronota,
361206,89,Pilosella officinarum subsp. euronota,
361180,89,Pilosella officinarum subsp. melanops,
361209,89,Pilosella officinarum subsp. melanops,
361211,89,Pilosella officinarum subsp. micradenia,
361181,89,Pilosella officinarum subsp. micradenia,
361187,89,Pilosella officinarum subsp. nigrescens,
361208,89,Pilosella officinarum subsp. nigrescens,
361182,89,Pilosella officinarum subsp. officinarum,
361183,89,Pilosella officinarum subsp. tricholepia,
361214,89,Pilosella officinarum subsp. tricholepia,
361184,89,Pilosella officinarum subsp. trichoscapa,
361207,89,Pilosella officinarum subsp. trichoscapa,
361185,89,Pilosella officinarum subsp. trichosoma,
361213,89,Pilosella officinarum subsp. trichosoma,
361195,89,Pilosella trichocarpa,
361196,89,Pilosella tricholepia,
359133,89,Pimpinella major,
359132,89,Pimpinella major,
359134,89,Pimpinella saxifraga var. major,
359140,89,Pinguicula lusitanica,
361215,89,Pinguicula vulgaris,
361228,89,Plantago coronopus,
361269,89,Plantago edmondstonii,
361270,89,Plantago hudsoniana,
361246,89,Plantago lanceolata,
361268,89,Plantago maritima,
361282,89,Plantago media,
361229,89,Plantago sabrinae,
361245,89,Plantago sabrinae,
361247,89,Plantago timbali,
360862,89,Plantago uniflora,
359145,89,Platanthera bifolia,
358544,89,Poa aquatica,
359164,89,Poa maritima,
368689,89,Polygala serpyllifolia/vulgaris,
361131,89,Polygonum amphibia,
361132,89,Polygonum amphibium,
361141,89,Polygonum bistorta,
359068,89,Polygonum lapathifolia,
359069,89,Polygonum lapathifolium,
359070,89,Polygonum laxum,
359071,89,Polygonum maculatum,
359072,89,Polygonum nodosum,
359073,89,Polygonum pecticale,
359074,89,Polygonum scabrum,
359086,89,Polygonum vivipara,
359087,89,Polygonum viviparum,
361421,87,Polypodium austriacum,
360378,87,Polypodium crispum,
368974,87,Polypodium dentatum,
358568,87,Polypodium dryopteris,
358579,87,Polypodium dryopteris var. disjunctum,
368975,87,Polypodium fragile,
358989,87,Polypodium limbosperma,
358982,87,Polypodium limbospermum,
358990,87,Polypodium montanum,
358991,87,Polypodium oreopteris,
358580,87,Polypodium pulchellum,
368976,87,Polypodium regium,
368953,87,Polypodium rhaeticum,
358992,87,Polypodium thelypteris,
368977,87,Polypodium trifidum,
358581,87,Polystichum dryopteris,
358993,87,Polystichum montanum,
358994,87,Polystichum oreopteris,
361290,89,Potamogeton crispus,
361300,89,Potamogeton oblongus,
359155,89,Potamogeton perfoliatus,
361299,89,Potamogeton polygonifolius,
361298,89,Potamogeton polygonifolius,
361301,89,Potamogeton spathulatus,
361306,89,Potentilla anserina,
361305,89,Potentilla anserina,
361325,89,Potentilla comarum,
361307,89,Potentilla erecta,
361347,89,Potentilla fragariastrum,
361323,89,Potentilla palustris,
361331,89,Potentilla reptans,
361308,89,Potentilla silvestris,
361346,89,Potentilla sterilis,
361309,89,Potentilla tormentilla,
361578,89,Poterium officinale,
361588,89,Poterium officinale,
361575,89,Poterium sanguisorba,
358924,89,Prenanthes muralis,
361369,89,Primula acaulis,
361355,89,Primula veris,
361370,89,Primula veris var. acaulis,
361368,89,Primula vulgaris,
361367,89,Primula vulgaris,
361386,89,Prunella vulgaris,
361396,89,Prunus spinosa,
357773,89,Psamma arenaria,
361414,87,Pteridium aquilinum,
361416,87,Pteris aquilina,
361422,87,Pteris borealis,
360379,87,Pteris crispa,
361423,87,Pteris foemina,
361424,87,Pteris lanuginosa,
359160,89,Puccinellia maritima,
359159,89,Puccinellia maritima,
361707,89,Pyrus aucuparia,
368747,89,Radicula islandica,
359191,89,Radicula nasturtium-aquaticum,
368748,89,Radicula palustris,
368939,89,Ranunculus (Batrachian) spp.,
361440,89,Ranunculus acris,
361454,89,Ranunculus aleae,
361453,89,Ranunculus bulbosus,
361455,89,Ranunculus bulbosus subsp. bulbifer,
361462,89,Ranunculus bulbosus subsp. bulbifer,
361464,89,Ranunculus repens,
361472,89,Ranunculus sceleratus,
361473,89,Ranunculus scleratus,
368938,89,Ranunculus spp. (water-crowfoots),
361479,89,Reseda lutea,
361485,89,Reseda luteola,
361480,89,Reseda stricta,
359175,89,Rhamnus cathartica,
359176,89,Rhamnus catharticus,
361492,89,Rhinanthus borealis,
361493,89,Rhinanthus crista-galli,
361494,89,Rhinanthus drummond-hayi,
361495,89,Rhinanthus groenlandicus,
361491,89,Rhinanthus minor,
361496,89,Rhinanthus rusticulus,
361497,89,Rhinanthus vachellae,
361627,89,Rhodalia rosea,
361629,89,Rhodiola rosea,
361992,89,Rhodococcum vitis-idaea,
361514,89,Rhododendron ponticum,
361515,89,Rhododendron ponticum ponticum,
359183,89,Rhynchospora alba,
359189,89,Rorippa nasturtium-aquaticum,
368746,89,Rorippa palustris,
361523,89,Rosa rugosa,
361524,89,Rosa rugosa,
359209,89,Rubus chamaemorus,
364670,89,Rubus fruticosus agg.,
364671,89,Rubus fruticosus agg.,
359220,89,Rubus saxatilis,
361529,89,Rumex acetosa,
361537,89,Rumex acetosella,
361549,89,Rumex crispus,
368688,89,Rumex crispus/obtusifolius,
361124,89,Rumex digynus,
359225,89,Rumex hydrolapathum,
359224,89,Rumex hydrolapathum,
359237,89,Ruscus aculeatus,
359257,89,Sagina apetala,
359263,89,Sagina nodosa,
361556,89,Sagittaria sagittifolia,
361573,89,Salix arenaria,
361563,89,Salix arenaria,
361562,89,Salix repens,
361564,89,Salix repens subsp. argentea,
359271,89,Salvia horminoides,
359270,89,Salvia verbenaca,
361574,89,Sanguisorba minor,
361577,89,Sanguisorba officinalis,
361590,89,Sanicula europaea,
358191,89,Sarothamnus scoparius,
358102,89,Satureja acinos,
359291,89,Saxifraga aizoides,
359297,89,Saxifraga angustifolia,
359313,89,Saxifraga crawfordii,
359298,89,Saxifraga elongella,
361595,89,Saxifraga granulata,
359296,89,Saxifraga hypnoides,
359299,89,Saxifraga laetevirens,
359300,89,Saxifraga leptophylla,
361603,89,Saxifraga oppositifolia,
359301,89,Saxifraga platypetala,
359311,89,Saxifraga platypetala,
359302,89,Saxifraga recurva,
359303,89,Saxifraga spatulata,
359304,89,Saxifraga sponhemica,
359312,89,Saxifraga stellaris,
359319,89,Saxifraga stellaris var. gemmifera,
359314,89,Saxifraga stellaris var. gemmifera,
361611,89,Saxifraga tridactylites,
359305,89,Saxifraga viscosa,
358739,89,Scabiosa arvensis,
359320,89,Scabiosa columbaria,
361775,89,Scabiosa succisa,
359325,89,Schoenoplectus lacustris,
359184,89,Schoenus albus,
359334,89,Schoenus nigricans,
360720,89,Scilla non-scripta,
360721,89,Scilla nutans,
359326,89,Scirpus lacustris,
358346,89,Scirpus multicaulis,
359344,89,Scirpus sylvaticus,
359165,89,Sclerochloa festuciformis,
359166,89,Sclerochloa maritima,
360195,87,Scolopendrium ceterach,
361160,87,Scolopendrium officinale,
361161,87,Scolopendrium officinarum,
361162,87,Scolopendrium phyllitis,
357848,87,Scolopendrium ruta-muraria,
361175,87,Scolopendrium scolopendrium,
361155,87,Scolopendrium scolopendrium,
361163,87,Scolopendrium vulgare,
359352,89,Scutellaria galericuata,
359351,89,Scutellaria galericulata,
361619,89,Scutellaria minor,
361618,89,Scutellaria minor,
359361,89,Sedum acre,
359373,89,Sedum anglicum,
359372,89,Sedum anglicum,
361635,89,Sedum rhodiola,
361634,89,Sedum rhodiola,
361626,89,Sedum rosea,
358655,78,Selago vulgaris,
359378,89,Senecio aquaticus,
359386,89,Senecio erraticus,
359387,89,Senecio erraticus,
359388,89,Senecio erucifolius,
361636,89,Senecio jacobaea,
361655,89,Senecio jacobaea subsp. dunensis,
361637,89,Senecio jacobaea subsp. dunensis,
360247,89,Serratula arvensis,
359396,89,Serratula tinctoria,
361656,89,Sherardia arvensis,
361657,89,Sherardia arvensis subsp. maritima,
357879,89,Siella erecta,
359404,89,Silaum flavescens,
359405,89,Silaum pratensis,
359403,89,Silaum silaus,
361663,89,Silene dioica,
361669,89,Silene dioica subsp. zetlandica,
361667,89,Silene dioica var. zetlandica,
368757,89,Silene flos-cuculi,
368769,89,Silene flos-cuculi,
361687,89,Silene latifolia,
361688,89,Silene latifolia,
359415,89,Silene maritima,
359413,89,Silene uniflora,
359417,89,Silene vulgaris subsp. alpina,
359414,89,Silene vulgaris subsp. maritima,
359424,89,Silene vulgaris subsp. maritima,
368749,89,Sisymbrium amphibium var. palustre,
359193,89,Sisymbrium nasturtium-aquaticum,
357877,89,Sium angustifolium,
357878,89,Sium erectum,
357816,89,Sium nodiflorum,
361698,89,Solanum dulcamara,
359426,89,Solidago angustifolia,
359427,89,Solidago cambrica,
359425,89,Solidago virgaurea,
359440,89,Sonchus arvensis,
359441,89,Sonchus arvensis subsp. uliginosus,
359450,89,Sonchus asper,
359451,89,Sonchus asper subsp. glaucescens,
359459,89,Sonchus asper subsp. glaucescens,
359461,89,Sonchus oleraceus,
359452,89,Sonchus oleraceus var. asper,
359462,89,Sonchus piquetii,
361706,89,Sorbus aucuparia,
359474,89,Sparganium erectum,
359488,89,Spartina anglica,
359487,89,Spartina anglica,
359497,89,Spartina townsendii,
359496,89,Spartina townsendii,
359498,89,Spartina x townsendii var. anglica,
359489,89,Spartina x townsendii var. anglica,
358193,89,Spartium scoparium,
359264,89,Spergula nodosa,
359523,89,Spergularia marginata,
359522,89,Spergularia marginata,
359512,89,Spergularia marginata,
359499,89,Spergularia marina,
359513,89,Spergularia maritima,
359509,89,Spergularia media,
359510,89,Spergularia media,
359525,89,Spergularia rubra,
359524,89,Spergularia rubra,
359508,89,Spergularia salina,
359500,89,Spergularia salina,
360520,89,Spiraea filipendula,
360500,89,Spiraea ulmaria,
359534,89,Spirodela polyrhiza,
359533,89,Spirodela polyrhiza,
361728,89,Stachys betonica,
361726,89,Stachys officinalis,
361725,89,Stachys officinalis,
359543,89,Stachys palustris,
364702,89,Statice,
364706,89,Statice,
364696,89,Statice,
360380,87,Stegania onocleoides,
361737,89,Stellaria graminea,
361744,89,Stellaria holostea,
361759,89,Stellaria media,
361758,89,Stellaria media,
360381,87,Struthiopteris crispa,
361087,87,Struthiopteris regalis,
359550,89,Suaeda maritima,
361774,89,Succisa pratensis,
358148,89,Swida sanguinea,
358136,89,Swida sanguinea,
361794,89,Symphoricarpos albus,
361793,89,Symphoricarpos albus,
361795,89,Symphoricarpos racemosus,
361807,89,Symphoricarpos racemosus,
361796,89,Symphoricarpos rivularis,
361806,89,Symphoricarpus albus,
361808,89,Symphoricarpus albus,
361797,89,Symphoricarpus racemosus,
361798,89,Symphoricarpus rivularis,
361799,89,Symphoricarpus symphoricarpos,
359560,89,Symphytum officinale,
369574,89,Tamus communis,
361824,89,Teucrium scorodonia,
359583,89,Thalictrum arenarium,
359584,89,Thalictrum babingtonii,
359585,89,Thalictrum capillare,
359604,89,Thalictrum capillare,
359601,89,Thalictrum collinum,
359603,89,Thalictrum collinum,
359602,89,Thalictrum dunense,
359605,89,Thalictrum dunense,
359588,89,Thalictrum expansum,
359570,89,Thalictrum flavum,
359589,89,Thalictrum kochii,
359590,89,Thalictrum majus,
359591,89,Thalictrum marinum,
359579,89,Thalictrum minus,
359580,89,Thalictrum minus subsp. arenarium,
359607,89,Thalictrum minus subsp. arenarium,
359594,89,Thalictrum minus subsp. elatum,
359582,89,Thalictrum minus subsp. majus,
359606,89,Thalictrum minus subsp. majus,
359581,89,Thalictrum minus subsp. minus,
359592,89,Thalictrum montanum,
359593,89,Thalictrum umbrosum,
358147,89,Thelycrania sanguinea,
358137,89,Thelycrania sanguinea,
358589,87,Thelypteris dryopteris,
358569,87,Thelypteris dryopteris,
358978,87,Thelypteris limbosperma,
358999,87,Thelypteris limbosperma,
358979,87,Thelypteris oreopteris,
359000,87,Thelypteris oreopteris,
360074,89,Thlaspi bursa-pastoris,
358103,89,Thymus acinos,
361846,89,Thymus carniolicus,
361847,89,Thymus lanuginosus,
361848,89,Thymus neglectus,
361844,89,Thymus polytrichus,
361845,89,Thymus polytrichus,
368687,89,Thymus polytrichus/pulegioides,
361862,89,Thymus praecox,
361861,89,Thymus praecox,
361850,89,Thymus pseudolanuginosus,
361851,89,Thymus pycnotrichus,
361852,89,Thymus zetlandicus,
358152,89,Tillaea helmsii,
358156,89,Tillaea recurva,
358151,89,Tillaea recurva,
359610,89,Torilis anthriscus,
359618,89,Torilis anthriscus,
359608,89,Torilis japonica,
361310,89,Tormentilla erecta,
359620,89,Trichophorum caespitosum,
359621,89,Trichophorum cespitosum,
359622,89,Trientalis europaea,
359627,89,Trifolium campestre,
359628,89,Trifolium campestre,
359640,89,Trifolium dubium,
359642,89,Trifolium filiforme,
359650,89,Trifolium fragiferum,
361863,89,Trifolium pratense,
359630,89,Trifolium procumbens,
361871,89,Trifolium repens,
359659,89,Trifolium striatum,
359665,89,Triglochin maritima,
359664,89,Triglochin maritimum,
359670,89,Triglochin palustre,
359671,89,Triglochin palustris,
359675,89,Tripleurospermum inodorum,
359676,89,Tripleurospermum inodorum,
359689,89,Tripleurospermum maritimum subsp. inodorum,
359677,89,Tripleurospermum maritimum subsp. inodorum,
359927,89,Tripolium pannonicum subsp. maritimum,
358364,89,Triticum athericum,
358361,89,Triticum pungens,
361883,89,Trollius europaeus,
357827,89,Turritis hirsuta,
359103,89,Tussilago hybrida,
359100,89,Tussilago petasites,
361895,89,Typha latifolia,
361910,89,Ulex europaeus,
361933,89,Ulex gallii,
361925,89,Ulex gallii,
368686,89,Ulex gallii/minor,
361927,89,Ulex minor subsp. gallii,
361934,89,Ulex minor subsp. gallii,
358650,78,Urostachys selago,
361936,89,Urtica dioica,
361938,89,Urtica dioica intermediate ssp.,
361940,89,Urtica dioica narrow-leaved,
361939,89,Urtica dioica narrow-leaved ssp.,
361941,89,Urtica dioica subsp. intermediate,
361937,89,Urtica hispida,
361800,89,Vaccinium album,
361963,89,Vaccinium myrtillus,
361976,89,Vaccinium oxycoccos,
361991,89,Vaccinium vitis-idaea,
361999,89,Valeriana dioica,
359694,89,Valeriana locusta,
362007,89,Valeriana officinalis,
362009,89,Valeriana officinalis subsp. collina,
362008,89,Valeriana officinalis subsp. sambucifolia,
362022,89,Valeriana officinalis subsp. sambucifolia,
360153,89,Valeriana rubra,
362010,89,Valeriana sambucifolia,
362023,89,Valeriana sambucifolia,
359690,89,Valerianella locusta,
359691,89,Valerianella locusta subsp. dunensis,
359705,89,Valerianella locusta subsp. dunensis,
359693,89,Valerianella locusta var. locusta,
359692,89,Valerianella olitaria,
362024,89,Veronica arvensis,
359706,89,Veronica beccabunga,
359714,89,Veronica montana,
362032,89,Veronica officinalis,
362046,89,Vicia cracca,
362056,89,Vicia hirsuta,
362064,89,Viola agrestis,
362065,89,Viola anglica,
362080,89,Viola arvatica,
362082,89,Viola arvatica,
362063,89,Viola arvensis,
359731,89,Viola calcarea,
359724,89,Viola calcarea,
362067,89,Viola derelicta,
362068,89,Viola deseglesei,
359722,89,Viola hirta,
359723,89,Viola hirta subsp. calcarea,
359732,89,Viola hirta subsp. calcarea,
362069,89,Viola latifolia,
359733,89,Viola lutea,
359734,89,Viola lutea,
362083,89,Viola obtusifolia,
362081,89,Viola obtusifolia,
362084,89,Viola palustris,
368694,89,Viola reichenbachiana x riviniana,
368996,89,Viola reichenbachiana/riviniana,
362093,89,Viola riviniana,
362092,89,Viola riviniana,
362107,89,Viola riviniana subsp. minor,
362094,89,Viola riviniana subsp. minor,
362096,89,Viola riviniana subsp. nemorosa,
362095,89,Viola riviniana subsp. riviniana,
368692,89,Viola riviniana x reichenbachiana = V. x bavarica,
362071,89,Viola ruralis,
362072,89,Viola segetalis,
368693,89,Viola x bavarica,
368695,89,Viola x intermedia,
360196,87,Vittaria ceterach,
359653,89,Xerosphaera fragiferum,
357905,89,Zerna erecta,
357900,89,Zerna erecta,
